FIPS,STATE,NO_OF_DEPENDENTS,NO_OF_LOW_INCOME,NO_OF_MIDDLE_INCOME,NO_OF_HIGH_INCOME,AVG_DEPENDENTS,AVG_LOW_INCOME,AVG_MIDDLE_INCOME,AVG_HIGH_INCOME,AGI
48023,TX,50.0,280.0,930.0,250.0,-3236.0,1430.0,10175.0,12008.0,65343.0
48025,TX,120.0,1730.0,7410.0,1850.0,-11350.0,9327.0,81354.0,88013.0,514994.0
48027,TX,1540.0,20970.0,95330.0,23390.0,-43165.0,115094.0,1041110.0,1122310.0,6404969.0
48029,TX,8460.0,128330.0,531710.0,154420.0,-434983.0,689801.0,5772671.0,8217796.0,44214574.0
48031,TX,160.0,780.0,2830.0,1270.0,-10504.0,4077.0,31706.0,68942.0,321572.0
48033,TX,0.0,40.0,120.0,90.0,,146.0,1849.0,10143.0,21664.0
48035,TX,220.0,1170.0,4740.0,1360.0,-11641.0,6034.0,52801.0,66041.0,357816.0
48037,TX,500.0,6720.0,26020.0,6990.0,-48192.0,36393.0,280373.0,345177.0,1960477.0
48039,TX,1480.0,18170.0,76640.0,46790.0,-85108.0,94447.0,902097.0,2584852.0,9772775.0
48041,TX,970.0,13230.0,44580.0,16710.0,-56195.0,70325.0,470033.0,916624.0,4310536.0
48043,TX,110.0,740.0,2630.0,870.0,-2612.0,3779.0,28454.0,44544.0,226008.0
48045,TX,40.0,110.0,380.0,120.0,-1620.0,591.0,4130.0,9559.0,29214.0
48047,TX,30.0,550.0,2130.0,330.0,-1241.0,3197.0,20972.0,15590.0,106573.0
48049,TX,330.0,2700.0,10100.0,2480.0,-13333.0,14413.0,110416.0,114503.0,667144.0
48051,TX,170.0,1280.0,4940.0,1630.0,-7317.0,6346.0,54759.0,79437.0,406791.0
48053,TX,500.0,3280.0,12120.0,4770.0,-30646.0,16968.0,135300.0,267938.0,1288049.0
48055,TX,250.0,2470.0,11380.0,2430.0,-13734.0,13020.0,127266.0,115527.0,716339.0
48057,TX,120.0,1630.0,5920.0,2030.0,-3165.0,8843.0,65280.0,101999.0,482421.0
48059,TX,150.0,940.0,3630.0,1030.0,-6452.0,4915.0,42459.0,48804.0,259173.0
48061,TX,1460.0,29960.0,111240.0,16570.0,-52744.0,175130.0,1086589.0,794953.0,5654690.0
48063,TX,90.0,900.0,3500.0,780.0,-4781.0,4988.0,37240.0,36165.0,215590.0
48065,TX,50.0,340.0,1390.0,810.0,-3562.0,1652.0,17356.0,40344.0,153309.0
48067,TX,200.0,2070.0,8200.0,2210.0,-7028.0,11195.0,89139.0,103340.0,557864.0
48069,TX,100.0,420.0,2080.0,380.0,-20457.0,2154.0,25431.0,24409.0,140972.0
48071,TX,170.0,2410.0,8620.0,6720.0,-12332.0,12217.0,102628.0,404073.0,1280802.0
48073,TX,340.0,3080.0,13500.0,3090.0,-21103.0,16728.0,140786.0,149828.0,870752.0
48075,TX,70.0,430.0,1610.0,410.0,-3189.0,2169.0,17297.0,18727.0,105738.0
48077,TX,120.0,640.0,2770.0,1070.0,-9975.0,3213.0,33643.0,50857.0,231633.0
48079,TX,30.0,200.0,800.0,170.0,-2511.0,1044.0,9438.0,11868.0,49691.0
48081,TX,50.0,220.0,890.0,290.0,-2388.0,1124.0,9966.0,13427.0,68866.0
48083,TX,150.0,650.0,2280.0,510.0,-9710.0,3334.0,24210.0,25860.0,156160.0
48085,TX,5630.0,50200.0,187150.0,152200.0,-623842.0,245123.0,2294448.0,9789356.0,35765825.0
48087,TX,50.0,200.0,790.0,220.0,-5142.0,997.0,8488.0,10418.0,52628.0
48089,TX,200.0,1480.0,5970.0,1970.0,-10627.0,7707.0,65844.0,103159.0,531213.0
48091,TX,1000.0,8680.0,30810.0,18770.0,-48218.0,42902.0,358628.0,1101800.0,4469183.0
48093,TX,220.0,910.0,3670.0,810.0,-41850.0,4861.0,40007.0,38060.0,196303.0
48095,TX,40.0,170.0,640.0,180.0,-1679.0,836.0,6878.0,11252.0,44068.0
48097,TX,300.0,2620.0,10800.0,3920.0,-29716.0,13850.0,123939.0,199289.0,1004499.0
48099,TX,370.0,3630.0,18860.0,3620.0,-14273.0,19696.0,214507.0,172699.0,1071846.0
48101,TX,40.0,150.0,390.0,70.0,-3338.0,804.0,4450.0,4334.0,19606.0
48103,TX,0.0,280.0,1180.0,610.0,,1186.0,15540.0,29883.0,122782.0
48105,TX,30.0,220.0,1040.0,420.0,-747.0,1193.0,12259.0,20367.0,97011.0
48107,TX,50.0,400.0,1620.0,320.0,-1258.0,2049.0,18098.0,14998.0,98379.0
48109,TX,20.0,240.0,690.0,140.0,-609.0,1187.0,6920.0,8844.0,40165.0
48111,TX,90.0,440.0,2320.0,440.0,-15872.0,2416.0,29559.0,21309.0,140581.0
48113,TX,13930.0,166900.0,751810.0,210630.0,-2435953.0,929617.0,8168166.0,14422535.0,72627196.0
48115,TX,90.0,790.0,3140.0,1040.0,-4589.0,4304.0,35357.0,50919.0,274818.0
48117,TX,130.0,1260.0,5770.0,840.0,-56205.0,6867.0,67795.0,38057.0,252704.0
48119,TX,60.0,340.0,1310.0,370.0,-6305.0,1729.0,14139.0,17440.0,83625.0
48121,TX,4090.0,44950.0,176570.0,111100.0,-360091.0,226566.0,2100282.0,6460495.0,25220341.0
48123,TX,130.0,1270.0,4940.0,2210.0,-3620.0,6731.0,53640.0,223894.0,900099.0
48125,TX,40.0,160.0,470.0,150.0,-1716.0,810.0,5139.0,8956.0,33288.0
48127,TX,40.0,740.0,3010.0,620.0,-974.0,4190.0,31328.0,33333.0,222257.0
48129,TX,70.0,330.0,880.0,230.0,-3428.0,1509.0,9044.0,10137.0,54692.0
48131,TX,60.0,720.0,3250.0,770.0,-1994.0,4230.0,33979.0,37537.0,217843.0
48133,TX,240.0,1310.0,4660.0,1120.0,-12473.0,6804.0,50721.0,55883.0,339929.0
48135,TX,460.0,8670.0,42990.0,15890.0,-18169.0,47775.0,511923.0,802319.0,4134634.0
48137,TX,30.0,140.0,490.0,130.0,-1645.0,710.0,5204.0,6307.0,37411.0
48139,TX,870.0,10090.0,41980.0,17730.0,-49568.0,52733.0,484945.0,911900.0,3904821.0
48141,TX,3090.0,63130.0,242360.0,43370.0,-101932.0,357701.0,2436326.0,2094648.0,13832102.0
48143,TX,530.0,2530.0,9280.0,2740.0,-47688.0,13322.0,104005.0,132537.0,680732.0
48145,TX,160.0,1010.0,4380.0,840.0,-17267.0,5511.0,46455.0,39902.0,245096.0
48147,TX,300.0,2020.0,8560.0,2290.0,-16946.0,10698.0,95448.0,111451.0,609852.0
48149,TX,260.0,1780.0,6540.0,2940.0,-13901.0,8875.0,76167.0,152587.0,730679.0
48151,TX,60.0,240.0,950.0,350.0,-2657.0,1217.0,11190.0,17360.0,82419.0
48153,TX,60.0,410.0,1640.0,400.0,-3189.0,2220.0,17860.0,20248.0,110162.0
48155,TX,30.0,90.0,360.0,80.0,-664.0,410.0,3850.0,5027.0,21705.0
48157,TX,3690.0,40300.0,144480.0,108370.0,-251414.0,199671.0,1682014.0,7272939.0,26383785.0
48159,TX,110.0,700.0,2620.0,790.0,-10231.0,3675.0,27830.0,37382.0,192310.0
48161,TX,160.0,1100.0,4850.0,1810.0,-19530.0,5745.0,54834.0,92284.0,405419.0
48163,TX,80.0,1110.0,4350.0,910.0,-5835.0,6212.0,45746.0,47614.0,311628.0
48165,TX,140.0,1020.0,4410.0,1590.0,-11271.0,5456.0,52583.0,77399.0,370107.0
48167,TX,1920.0,21650.0,78810.0,42430.0,-199484.0,114358.0,868780.0,2481280.0,9830670.0
48169,TX,40.0,300.0,1200.0,380.0,-2010.0,1440.0,13683.0,19337.0,111238.0
48171,TX,480.0,2000.0,7390.0,3080.0,-36339.0,9651.0,83331.0,187631.0,855225.0
48173,TX,0.0,80.0,280.0,240.0,,-188.0,3158.0,30822.0,92983.0
48175,TX,70.0,440.0,1780.0,900.0,-4174.0,2298.0,19790.0,46663.0,204511.0
48177,TX,150.0,1280.0,5850.0,1490.0,-5500.0,6979.0,63371.0,100233.0,542619.0
48179,TX,150.0,1450.0,5580.0,2190.0,-18170.0,7536.0,66493.0,108904.0,538840.0
48181,TX,910.0,8580.0,34780.0,10500.0,-67831.0,44926.0,382994.0,516960.0,2669611.0
48183,TX,720.0,8960.0,35270.0,11340.0,-42241.0,48049.0,385062.0,606663.0,3233054.0
48185,TX,310.0,1710.0,7160.0,1990.0,-19413.0,8801.0,79969.0,99214.0,540009.0
48187,TX,780.0,9900.0,38900.0,17310.0,-29867.0,50800.0,456771.0,877381.0,3735483.0
48189,TX,200.0,2300.0,9260.0,1800.0,-26070.0,12378.0,101830.0,84126.0,533156.0
48191,TX,40.0,270.0,800.0,170.0,-2088.0,1359.0,8139.0,13690.0,49764.0
48193,TX,150.0,620.0,2240.0,610.0,-15558.0,3248.0,24190.0,31572.0,175091.0
48195,TX,50.0,360.0,1340.0,610.0,-3489.0,1760.0,16696.0,30619.0,144701.0
48197,TX,60.0,260.0,1090.0,240.0,-3903.0,1405.0,12272.0,11926.0,70153.0
48199,TX,290.0,3360.0,13390.0,6730.0,-11810.0,17598.0,155278.0,348179.0,1408552.0
48201,TX,22330.0,286840.0,1201900.0,444760.0,-5332473.0,1553264.0,13117824.0,31190035.0,140129883.0
48203,TX,390.0,4560.0,17870.0,6010.0,-35484.0,24451.0,193341.0,293206.0,1451606.0
48205,TX,60.0,260.0,1050.0,500.0,-15954.0,1261.0,13771.0,28769.0,122439.0
48207,TX,80.0,430.0,1380.0,350.0,-3658.0,2184.0,14760.0,16725.0,91508.0
48209,TX,1110.0,12420.0,44730.0,20630.0,-84500.0,63712.0,508100.0,1087671.0,4775487.0
48211,TX,40.0,220.0,1030.0,610.0,-6398.0,1128.0,13528.0,45478.0,186212.0
48213,TX,650.0,5510.0,20580.0,5590.0,-41509.0,29106.0,217141.0,267944.0,1457497.0
48215,TX,2500.0,53850.0,210770.0,30910.0,-175978.0,324984.0,2050533.0,1509721.0,10954457.0
48217,TX,330.0,2370.0,9380.0,2450.0,-23941.0,12437.0,101841.0,118678.0,641058.0
48219,TX,150.0,1490.0,5750.0,2210.0,-8834.0,7808.0,65005.0,108782.0,510026.0
48221,TX,540.0,3340.0,13780.0,6940.0,-37589.0,17613.0,157801.0,370955.0,1584938.0
48223,TX,380.0,2460.0,9810.0,2490.0,-32441.0,13013.0,105543.0,118264.0,654245.0
48225,TX,250.0,1470.0,5320.0,1250.0,-13645.0,7769.0,56073.0,59467.0,346241.0
48227,TX,120.0,1950.0,8590.0,3020.0,-2477.0,10457.0,99000.0,151430.0,790691.0
48229,TX,30.0,260.0,920.0,120.0,-2636.0,1282.0,9326.0,7528.0,41721.0
48231,TX,600.0,6110.0,22930.0,7000.0,-24317.0,32913.0,248335.0,343877.0,1689373.0
48233,TX,110.0,1450.0,5270.0,2560.0,-4286.0,7613.0,63557.0,129535.0,538669.0
48235,TX,0.0,100.0,430.0,270.0,,406.0,5280.0,16919.0,78134.0
48237,TX,100.0,450.0,2010.0,760.0,-5795.0,2321.0,23682.0,39044.0,188457.0
48239,TX,110.0,970.0,3920.0,1570.0,-7407.0,5131.0,46166.0,77776.0,356214.0
48241,TX,190.0,2130.0,8890.0,2950.0,-7966.0,11524.0,95342.0,146603.0,708935.0
48243,TX,20.0,160.0,620.0,210.0,-852.0,836.0,7298.0,10350.0,54531.0
48245,TX,1120.0,17610.0,66720.0,21940.0,-74473.0,96860.0,708466.0,1168697.0,5802577.0
48247,TX,50.0,370.0,1390.0,320.0,-897.0,2100.0,14243.0,15039.0,91367.0
48249,TX,220.0,2710.0,11220.0,3650.0,-17025.0,15534.0,116029.0,195898.0,991381.0
48251,TX,970.0,10220.0,41790.0,15890.0,-66499.0,53109.0,485156.0,793197.0,3625277.0
48253,TX,190.0,1020.0,4020.0,1090.0,-11110.0,5302.0,44292.0,51116.0,274911.0
48255,TX,80.0,860.0,3460.0,1520.0,-1933.0,4517.0,39154.0,174580.0,644921.0
48257,TX,650.0,6830.0,29860.0,11650.0,-47837.0,36097.0,352744.0,587751.0,2589928.0
48259,TX,470.0,2700.0,8910.0,6920.0,-46769.0,12843.0,103462.0,553975.0,1982142.0
48261,TX,0.0,30.0,140.0,0.0,,155.0,1818.0,,5986.0
48263,TX,0.0,70.0,200.0,70.0,,-670.0,2414.0,5411.0,16826.0
48265,TX,570.0,3900.0,14690.0,4950.0,-38804.0,20619.0,159530.0,274008.0,1393704.0
48267,TX,80.0,440.0,1230.0,320.0,-2575.0,2264.0,12726.0,16016.0,89263.0
48269,TX,0.0,40.0,60.0,30.0,,231.0,2468.0,3563.0,6262.0
48271,TX,30.0,190.0,790.0,260.0,-409.0,1008.0,8771.0,16131.0,58365.0
48273,TX,150.0,2380.0,8140.0,2420.0,-5456.0,12576.0,85392.0,119961.0,618574.0
48275,TX,50.0,270.0,990.0,240.0,-6355.0,1373.0,10804.0,10921.0,61944.0
48277,TX,400.0,3660.0,13430.0,3370.0,-32671.0,19694.0,142410.0,158280.0,904737.0
48279,TX,110.0,960.0,3710.0,730.0,-32421.0,5204.0,42782.0,34854.0,190965.0
48281,TX,210.0,1340.0,5600.0,1830.0,-10019.0,6982.0,64149.0,89936.0,450524.0
48283,TX,40.0,390.0,1690.0,430.0,-1850.0,2222.0,17208.0,60389.0,273677.0
48285,TX,200.0,1490.0,5250.0,2430.0,-8309.0,7539.0,60110.0,134410.0,612991.0
48287,TX,190.0,1140.0,4680.0,1700.0,-9852.0,5572.0,55439.0,85872.0,434931.0
48289,TX,240.0,1090.0,4530.0,1690.0,-18022.0,5652.0,50756.0,84028.0,387510.0
48291,TX,400.0,4560.0,18800.0,6720.0,-10338.0,24186.0,212609.0,344291.0,1564477.0
48293,TX,200.0,1440.0,6340.0,1440.0,-8072.0,7769.0,67633.0,68293.0,392619.0
48295,TX,50.0,220.0,830.0,450.0,-3464.0,1051.0,10889.0,24461.0,116050.0
48297,TX,120.0,680.0,2800.0,1280.0,-3202.0,3474.0,32283.0,80920.0,377062.0
48299,TX,270.0,1360.0,4950.0,1770.0,-11389.0,7017.0,54020.0,98359.0,493410.0
48301,TX,0.0,0.0,30.0,0.0,,,1448.0,,1448.0
48303,TX,1630.0,21670.0,76760.0,24290.0,-118469.0,116236.0,814948.0,1283483.0,6646834.0
48305,TX,40.0,350.0,1610.0,490.0,-1113.0,1830.0,17859.0,22750.0,122960.0
48307,TX,110.0,640.0,2300.0,560.0,-6633.0,3244.0,24996.0,25871.0,149632.0
48309,TX,1250.0,17230.0,65860.0,18390.0,-45668.0,91737.0,700871.0,915676.0,5012168.0
48311,TX,0.0,60.0,240.0,150.0,,286.0,3120.0,47552.0,114360.0
48313,TX,110.0,810.0,3310.0,890.0,-8543.0,4364.0,35101.0,43282.0,234795.0
48315,TX,80.0,730.0,2650.0,630.0,-1986.0,3939.0,27938.0,28439.0,167535.0
48317,TX,20.0,290.0,1230.0,720.0,-581.0,1498.0,16237.0,42013.0,185755.0
48319,TX,130.0,330.0,1100.0,330.0,-11018.0,1548.0,12118.0,16457.0,82367.0
48321,TX,190.0,2560.0,9630.0,3540.0,-9326.0,14283.0,102645.0,191758.0,855600.0
48323,TX,130.0,4360.0,17780.0,2380.0,-2034.0,25002.0,176211.0,110259.0,843535.0
48325,TX,270.0,2910.0,11820.0,4320.0,-15833.0,15050.0,131385.0,216680.0,1027813.0
48327,TX,60.0,180.0,520.0,150.0,-2925.0,914.0,5424.0,7224.0,37725.0
48329,TX,730.0,8930.0,39430.0,23520.0,-218771.0,46753.0,476856.0,1835385.0,7513033.0
48331,TX,270.0,1720.0,6540.0,1810.0,-16506.0,8979.0,70677.0,88764.0,453188.0
48333,TX,120.0,350.0,1250.0,350.0,-5808.0,1621.0,13836.0,16980.0,93195.0
48335,TX,70.0,460.0,1870.0,670.0,-2790.0,2407.0,21670.0,31194.0,151646.0
48337,TX,210.0,1360.0,4990.0,1960.0,-12096.0,7044.0,58733.0,94831.0,469797.0
48339,TX,3270.0,31550.0,115790.0,75380.0,-314545.0,157715.0,1329731.0,5317105.0,20463787.0
48341,TX,100.0,1340.0,6520.0,1560.0,-29854.0,7079.0,79391.0,75251.0,403643.0
48343,TX,90.0,870.0,3700.0,740.0,-4541.0,4880.0,38553.0,35873.0,226713.0
48345,TX,30.0,80.0,290.0,70.0,-607.0,436.0,3166.0,4167.0,17591.0
48347,TX,390.0,4540.0,15900.0,4370.0,-16527.0,24401.0,167099.0,211587.0,1163364.0
48349,TX,320.0,3330.0,13380.0,3070.0,-21499.0,18361.0,142903.0,152072.0,903325.0
48351,TX,60.0,790.0,3140.0,930.0,-2444.0,4347.0,33674.0,45006.0,216391.0
48353,TX,100.0,1090.0,4260.0,1110.0,-4223.0,5821.0,46296.0,52388.0,307365.0
48355,TX,1620.0,25330.0,98850.0,29760.0,-206134.0,138065.0,1051168.0,1562771.0,8140644.0
48357,TX,60.0,630.0,2610.0,1320.0,-2450.0,3178.0,34370.0,74277.0,367313.0
48359,TX,20.0,120.0,550.0,190.0,-765.0,609.0,7167.0,13673.0,46767.0
48361,TX,370.0,5440.0,21280.0,9290.0,-13157.0,29600.0,235271.0,490283.0,1967141.0
48363,TX,260.0,1950.0,7470.0,2100.0,-12807.0,10385.0,80471.0,104392.0,590371.0
48365,TX,150.0,1360.0,5990.0,2510.0,-12209.0,7354.0,69970.0,127381.0,573004.0
48367,TX,1100.0,8110.0,28930.0,17450.0,-81633.0,40655.0,337036.0,997260.0,4064717.0
48369,TX,100.0,560.0,3010.0,550.0,-10627.0,2894.0,38821.0,26079.0,168847.0
48371,TX,90.0,860.0,3940.0,1210.0,-7650.0,4659.0,45090.0,57118.0,299620.0
48373,TX,390.0,3350.0,13800.0,4430.0,-14154.0,17564.0,153913.0,211228.0,1097378.0
48375,TX,550.0,8850.0,35260.0,6910.0,-36303.0,49550.0,367915.0,370867.0,2393274.0
48377,TX,50.0,660.0,2500.0,370.0,-3669.0,3488.0,26368.0,19159.0,151146.0
48379,TX,120.0,680.0,2670.0,810.0,-5941.0,3554.0,28852.0,38382.0,190224.0
48381,TX,710.0,8590.0,33590.0,16040.0,-56561.0,44269.0,394642.0,813882.0,3614950.0
48383,TX,0.0,230.0,950.0,500.0,,1090.0,12570.0,26184.0,126775.0
48385,TX,70.0,290.0,940.0,250.0,-3969.0,1450.0,9650.0,12145.0,63993.0
48387,TX,120.0,930.0,3630.0,630.0,-8514.0,5112.0,38425.0,29622.0,198690.0
48389,TX,50.0,760.0,3230.0,830.0,-4136.0,4147.0,36839.0,39866.0,242591.0
48391,TX,60.0,550.0,2120.0,770.0,-2400.0,2853.0,23770.0,39647.0,190415.0
48393,TX,0.0,60.0,190.0,140.0,,-1738.0,2839.0,7349.0,30755.0
48395,TX,190.0,1300.0,4510.0,1370.0,-10957.0,6743.0,47437.0,65753.0,330743.0
48397,TX,660.0,5050.0,18060.0,14840.0,-49537.0,24393.0,225290.0,861430.0,3193185.0
48399,TX,120.0,780.0,3000.0,730.0,-3762.0,3995.0,32659.0,34480.0,204899.0
48401,TX,290.0,2970.0,13330.0,4290.0,-19014.0,15854.0,150646.0,206331.0,1033851.0
48403,TX,100.0,640.0,2580.0,880.0,-3752.0,3370.0,27279.0,42492.0,201492.0
48405,TX,60.0,570.0,2280.0,470.0,-2899.0,3033.0,23898.0,21869.0,133188.0
48407,TX,160.0,1540.0,6400.0,1910.0,-4908.0,8355.0,69474.0,98893.0,548011.0
48409,TX,320.0,4790.0,19170.0,6740.0,-11753.0,25853.0,209549.0,333701.0,1638836.0
48411,TX,110.0,410.0,1520.0,340.0,-5743.0,2084.0,16330.0,15922.0,96497.0
48413,TX,30.0,160.0,740.0,310.0,-489.0,790.0,9032.0,15045.0,71047.0
48415,TX,100.0,1030.0,4100.0,1850.0,-5834.0,5376.0,49700.0,93517.0,437934.0
48417,TX,50.0,260.0,840.0,340.0,-2416.0,1222.0,9957.0,34876.0,168053.0
48419,TX,220.0,1550.0,7040.0,1540.0,-15972.0,8100.0,75303.0,75016.0,452518.0
48421,TX,30.0,140.0,690.0,220.0,-1818.0,738.0,8704.0,10565.0,59412.0
48423,TX,1380.0,15060.0,59540.0,20240.0,-83111.0,80911.0,637552.0,1092199.0,5532722.0
48425,TX,80.0,620.0,2030.0,990.0,-5620.0,3114.0,22982.0,52675.0,216317.0
48427,TX,100.0,4150.0,17630.0,1840.0,-1620.0,25668.0,170939.0,86803.0,732624.0
48429,TX,100.0,610.0,2370.0,600.0,-4431.0,3191.0,26566.0,30432.0,177434.0
48431,TX,0.0,80.0,330.0,180.0,,195.0,3789.0,13191.0,55539.0
48433,TX,20.0,90.0,410.0,120.0,-1227.0,413.0,4896.0,8828.0,31573.0
48435,TX,50.0,250.0,1010.0,520.0,-3982.0,1218.0,11998.0,24893.0,111375.0
48437,TX,70.0,500.0,1910.0,410.0,-4943.0,2546.0,21067.0,19694.0,118589.0
48439,TX,9510.0,126760.0,536990.0,207640.0,-1055896.0,679506.0,5994492.0,11681815.0,55345987.0
48441,TX,790.0,9790.0,38750.0,10980.0,-40608.0,52026.0,414806.0,546772.0,3048754.0
48443,TX,0.0,70.0,240.0,100.0,,-794.0,2696.0,6714.0,20830.0
48445,TX,90.0,870.0,3160.0,740.0,-6450.0,4797.0,34252.0,36209.0,203742.0
48447,TX,30.0,130.0,410.0,130.0,-1189.0,648.0,4756.0,8098.0,45819.0
48449,TX,170.0,1990.0,9600.0,1800.0,-9587.0,10886.0,101441.0,87655.0,569700.0
48451,TX,610.0,7860.0,33430.0,10070.0,-31747.0,42350.0,360807.0,575218.0,3260898.0
48453,TX,13350.0,136840.0,406010.0,151310.0,-1001770.0,754673.0,4249100.0,10219831.0,46236626.0
48455,TX,140.0,940.0,3750.0,840.0,-7485.0,5111.0,39777.0,39801.0,225060.0
48457,TX,150.0,1190.0,4660.0,1440.0,-12472.0,6277.0,51967.0,69286.0,336898.0
48459,TX,260.0,2540.0,10110.0,3140.0,-10225.0,13237.0,113579.0,153220.0,750068.0
48461,TX,30.0,210.0,820.0,470.0,-684.0,1160.0,10328.0,23561.0,111752.0
48463,TX,200.0,2080.0,7920.0,1690.0,-12295.0,11577.0,79359.0,87192.0,526894.0
48465,TX,160.0,3330.0,13970.0,3130.0,-5252.0,18405.0,143331.0,148678.0,834432.0
48467,TX,480.0,3500.0,13430.0,4190.0,-21537.0,18208.0,147053.0,200275.0,991885.0
48469,TX,410.0,6450.0,25410.0,9810.0,-15467.0,34351.0,274075.0,567829.0,2800511.0
48471,TX,380.0,3940.0,14920.0,3890.0,-19778.0,21603.0,161404.0,195770.0,1093509.0
48473,TX,360.0,2760.0,11130.0,3940.0,-40851.0,14595.0,122571.0,217101.0,1023069.0
48475,TX,50.0,700.0,2960.0,1360.0,-1677.0,3632.0,34477.0,69492.0,325890.0
48477,TX,320.0,2570.0,9530.0,3500.0,-30155.0,12915.0,105545.0,182504.0,904326.0
48479,TX,920.0,18310.0,75700.0,12580.0,-56970.0,107317.0,736794.0,622953.0,4222868.0
48481,TX,320.0,3110.0,11850.0,3850.0,-18049.0,16823.0,127013.0,192589.0,959770.0
48483,TX,60.0,360.0,1430.0,660.0,-4728.0,1798.0,17016.0,42318.0,209402.0
48485,TX,680.0,8440.0,35180.0,9850.0,-41295.0,45831.0,386792.0,500798.0,2910828.0
48487,TX,100.0,860.0,3840.0,880.0,-4999.0,4605.0,41393.0,40084.0,243920.0
48489,TX,80.0,1390.0,5290.0,550.0,-1256.0,8083.0,52986.0,26141.0,231601.0
48491,TX,2590.0,26750.0,118500.0,70960.0,-145519.0,133727.0,1485453.0,3813979.0,14792812.0
48493,TX,330.0,2640.0,11000.0,5980.0,-11210.0,13436.0,129618.0,314894.0,1246080.0
48495,TX,0.0,440.0,1940.0,870.0,,2108.0,24527.0,44532.0,200797.0
48497,TX,510.0,3650.0,15510.0,6800.0,-33000.0,18841.0,187693.0,343284.0,1545500.0
48499,TX,440.0,2810.0,11040.0,3510.0,-23946.0,14762.0,122591.0,166812.0,851963.0
48501,TX,50.0,470.0,1960.0,1060.0,-2762.0,2338.0,25812.0,53902.0,230824.0
48503,TX,210.0,1270.0,4850.0,1680.0,-7782.0,6123.0,54185.0,90402.0,471224.0
48505,TX,70.0,810.0,3630.0,640.0,-1828.0,4854.0,34758.0,31014.0,205180.0
48507,TX,40.0,900.0,3370.0,380.0,-1709.0,5195.0,33184.0,18581.0,170700.0
49000,UT,15720.0,177000.0,722650.0,281030.0,-1837067.0,921329.0,8490234.0,14147111.0,69019972.0
49001,UT,40.0,430.0,1700.0,430.0,-1950.0,2343.0,20924.0,20726.0,115233.0
49003,UT,270.0,2990.0,12900.0,4500.0,-16699.0,15265.0,164641.0,214347.0,1013864.0
49005,UT,520.0,7230.0,27800.0,8670.0,-34159.0,38008.0,321020.0,409933.0,2191848.0
49007,UT,80.0,1270.0,4830.0,1810.0,-2515.0,6951.0,56864.0,86899.0,397964.0
49009,UT,0.0,60.0,270.0,100.0,,-509.0,3025.0,5624.0,20230.0
49011,UT,1330.0,18900.0,75080.0,38790.0,-132045.0,95754.0,953754.0,1949670.0,8424728.0
49013,UT,140.0,1020.0,4370.0,2370.0,-16999.0,5393.0,59454.0,112536.0,499261.0
49015,UT,70.0,610.0,2430.0,870.0,-5356.0,3242.0,29658.0,42419.0,183467.0
49017,UT,40.0,390.0,1330.0,340.0,-1910.0,2060.0,14048.0,19045.0,81953.0
49019,UT,80.0,700.0,3130.0,820.0,-1905.0,3993.0,33296.0,39829.0,228555.0
49021,UT,380.0,3270.0,10570.0,2860.0,-23421.0,17573.0,116561.0,135301.0,713156.0
49023,UT,60.0,630.0,2410.0,800.0,-3914.0,3242.0,28651.0,37883.0,179472.0
49025,UT,80.0,570.0,1870.0,480.0,-4251.0,2928.0,21698.0,22415.0,121528.0
49027,UT,110.0,780.0,2880.0,1050.0,-33465.0,4098.0,35156.0,51078.0,197700.0
49029,UT,50.0,570.0,1980.0,1650.0,-4064.0,2750.0,28179.0,84137.0,333503.0
49031,UT,20.0,70.0,350.0,60.0,-839.0,369.0,4022.0,3260.0,18197.0
49033,UT,30.0,170.0,480.0,210.0,-1714.0,769.0,6067.0,11153.0,39949.0
49035,UT,5810.0,66900.0,297590.0,110300.0,-643613.0,353613.0,3442620.0,5722636.0,28331766.0
49037,UT,60.0,750.0,2590.0,750.0,-3381.0,4051.0,29758.0,35588.0,178119.0
49039,UT,200.0,1500.0,5650.0,1500.0,-26554.0,7446.0,65317.0,69895.0,364502.0
49041,UT,110.0,1410.0,4920.0,1470.0,-7221.0,7178.0,57936.0,68276.0,366632.0
49043,UT,610.0,2830.0,10050.0,7220.0,-120369.0,13931.0,117912.0,756273.0,2425136.0
49045,UT,170.0,3190.0,14640.0,5900.0,-13843.0,16485.0,193256.0,289122.0,1262937.0
49047,UT,160.0,1840.0,7610.0,4200.0,-13496.0,9824.0,100565.0,206978.0,891961.0
49049,UT,2720.0,33680.0,116690.0,47520.0,-464827.0,171412.0,1356056.0,2420154.0,11548499.0
49051,UT,220.0,1630.0,6250.0,2970.0,-38381.0,8255.0,74604.0,161448.0,715204.0
49053,UT,1370.0,8910.0,36700.0,11860.0,-149185.0,47384.0,412731.0,579195.0,2985048.0
49055,UT,30.0,260.0,660.0,140.0,-1623.0,1345.0,6955.0,9266.0,40383.0
49057,UT,970.0,14450.0,65010.0,21420.0,-69368.0,76176.0,776726.0,1025387.0,5149177.0
50000,VT,5860.0,53470.0,190880.0,71260.0,-294621.0,262375.0,2253351.0,3555595.0,17461966.0
50001,VT,340.0,3060.0,10860.0,4260.0,-13997.0,14918.0,131644.0,206419.0,985757.0
50003,VT,410.0,3500.0,10930.0,3660.0,-29104.0,16666.0,122929.0,189555.0,969903.0
