FIPS,STATE,agi_stub,N1,A00100
48289,TX,3,1740.0,29797.0
48289,TX,4,1760.0,64045.0
48289,TX,5,1030.0,63453.0
48289,TX,6,700.0,61227.0
48289,TX,7,810.0,105562.0
48289,TX,8,180.0,75796.0
48291,TX,1,400.0,-10338.0
48291,TX,2,4560.0,24186.0
48291,TX,3,7070.0,119077.0
48291,TX,4,7320.0,267818.0
48291,TX,5,4410.0,270919.0
48291,TX,6,2820.0,244177.0
48291,TX,7,3410.0,447679.0
48291,TX,8,490.0,200959.0
48293,TX,1,200.0,-8072.0
48293,TX,2,1440.0,7769.0
48293,TX,3,2680.0,46544.0
48293,TX,4,2550.0,89632.0
48293,TX,5,1110.0,68012.0
48293,TX,6,660.0,57224.0
48293,TX,7,650.0,83612.0
48293,TX,8,130.0,47898.0
48295,TX,1,50.0,-3464.0
48295,TX,2,220.0,1051.0
48295,TX,3,240.0,4074.0
48295,TX,4,350.0,12913.0
48295,TX,5,240.0,14753.0
48295,TX,6,190.0,16869.0
48295,TX,7,190.0,24270.0
48295,TX,8,70.0,45584.0
48297,TX,1,120.0,-3202.0
48297,TX,2,680.0,3474.0
48297,TX,3,1010.0,17186.0
48297,TX,4,1130.0,40912.0
48297,TX,5,660.0,40610.0
48297,TX,6,440.0,38583.0
48297,TX,7,610.0,82937.0
48297,TX,8,230.0,156562.0
48299,TX,1,270.0,-11389.0
48299,TX,2,1360.0,7017.0
48299,TX,3,2000.0,34350.0
48299,TX,4,1890.0,68403.0
48299,TX,5,1060.0,65490.0
48299,TX,6,660.0,57107.0
48299,TX,7,790.0,104738.0
48299,TX,8,320.0,167694.0
48301,TX,1,0.0,0.0
48301,TX,2,0.0,0.0
48301,TX,3,30.0,1448.0
48301,TX,4,0.0,0.0
48301,TX,5,0.0,0.0
48301,TX,6,0.0,0.0
48301,TX,7,0.0,0.0
48301,TX,8,0.0,0.0
48303,TX,1,1630.0,-118469.0
48303,TX,2,21670.0,116236.0
48303,TX,3,32590.0,559538.0
48303,TX,4,29450.0,1053176.0
48303,TX,5,14720.0,903804.0
48303,TX,6,9300.0,804208.0
48303,TX,7,11270.0,1498708.0
48303,TX,8,3720.0,1829633.0
48305,TX,1,40.0,-1113.0
48305,TX,2,350.0,1830.0
48305,TX,3,650.0,11297.0
48305,TX,4,670.0,24198.0
48305,TX,5,290.0,17921.0
48305,TX,6,210.0,17917.0
48305,TX,7,210.0,27294.0
48305,TX,8,70.0,23616.0
48307,TX,1,110.0,-6633.0
48307,TX,2,640.0,3244.0
48307,TX,3,940.0,16033.0
48307,TX,4,800.0,28893.0
48307,TX,5,560.0,34474.0
48307,TX,6,280.0,23917.0
48307,TX,7,230.0,29478.0
48307,TX,8,50.0,20226.0
48309,TX,1,1250.0,-45668.0
48309,TX,2,17230.0,91737.0
48309,TX,3,28070.0,483014.0
48309,TX,4,25790.0,920848.0
48309,TX,5,12000.0,737707.0
48309,TX,6,7700.0,664393.0
48309,TX,7,8410.0,1109027.0
48309,TX,8,2280.0,1051110.0
48311,TX,1,0.0,0.0
48311,TX,2,60.0,286.0
48311,TX,3,70.0,1282.0
48311,TX,4,110.0,4094.0
48311,TX,5,60.0,3477.0
48311,TX,6,30.0,2546.0
48311,TX,7,50.0,6545.0
48311,TX,8,70.0,96130.0
48313,TX,1,110.0,-8543.0
48313,TX,2,810.0,4364.0
48313,TX,3,1450.0,25122.0
48313,TX,4,1310.0,46633.0
48313,TX,5,550.0,33944.0
48313,TX,6,360.0,30920.0
48313,TX,7,400.0,52163.0
48313,TX,8,130.0,50192.0
48315,TX,1,80.0,-1986.0
48315,TX,2,730.0,3939.0
48315,TX,3,1140.0,19312.0
48315,TX,4,990.0,35895.0
48315,TX,5,520.0,31702.0
48315,TX,6,310.0,26292.0
48315,TX,7,260.0,33117.0
48315,TX,8,60.0,19264.0
48317,TX,1,20.0,-581.0
48317,TX,2,290.0,1498.0
48317,TX,3,350.0,6015.0
48317,TX,4,530.0,19422.0
48317,TX,5,350.0,21636.0
48317,TX,6,240.0,20361.0
48317,TX,7,330.0,43066.0
48317,TX,8,150.0,74338.0
48319,TX,1,130.0,-11018.0
48319,TX,2,330.0,1548.0
48319,TX,3,430.0,7181.0
48319,TX,4,430.0,15521.0
48319,TX,5,240.0,14868.0
48319,TX,6,130.0,11214.0
48319,TX,7,140.0,17373.0
48319,TX,8,60.0,25680.0
48321,TX,1,190.0,-9326.0
48321,TX,2,2560.0,14283.0
48321,TX,3,4020.0,67687.0
48321,TX,4,3630.0,130971.0
48321,TX,5,1980.0,121687.0
48321,TX,6,1290.0,112486.0
48321,TX,7,1890.0,250526.0
48321,TX,8,360.0,167286.0
48323,TX,1,130.0,-2034.0
48323,TX,2,4360.0,25002.0
48323,TX,3,8990.0,151920.0
48323,TX,4,6130.0,218149.0
48323,TX,5,2660.0,161661.0
48323,TX,6,1320.0,114408.0
48323,TX,7,910.0,112148.0
48323,TX,8,150.0,62281.0
48325,TX,1,270.0,-15833.0
48325,TX,2,2910.0,15050.0
48325,TX,3,4560.0,78364.0
48325,TX,4,4600.0,165319.0
48325,TX,5,2660.0,163596.0
48325,TX,6,1780.0,154415.0
48325,TX,7,2090.0,275057.0
48325,TX,8,450.0,191845.0
48327,TX,1,60.0,-2925.0
48327,TX,2,180.0,914.0
48327,TX,3,230.0,3932.0
48327,TX,4,200.0,7106.0
48327,TX,5,90.0,5500.0
48327,TX,6,60.0,5016.0
48327,TX,7,70.0,8381.0
48327,TX,8,20.0,9801.0
48329,TX,1,730.0,-218771.0
48329,TX,2,8930.0,46753.0
48329,TX,3,13250.0,228227.0
48329,TX,4,15730.0,574980.0
48329,TX,5,10450.0,644401.0
48329,TX,6,7130.0,618101.0
48329,TX,7,10950.0,1486746.0
48329,TX,8,5440.0,4132596.0
48331,TX,1,270.0,-16506.0
48331,TX,2,1720.0,8979.0
48331,TX,3,2670.0,45492.0
48331,TX,4,2500.0,90089.0
48331,TX,5,1370.0,84339.0
48331,TX,6,810.0,70246.0
48331,TX,7,860.0,110955.0
48331,TX,8,140.0,59594.0
48333,TX,1,120.0,-5808.0
48333,TX,2,350.0,1621.0
48333,TX,3,490.0,8205.0
48333,TX,4,500.0,18047.0
48333,TX,5,260.0,16348.0
48333,TX,6,160.0,13234.0
48333,TX,7,150.0,19670.0
48333,TX,8,40.0,21878.0
48335,TX,1,70.0,-2790.0
48335,TX,2,460.0,2407.0
48335,TX,3,680.0,11806.0
48335,TX,4,700.0,25575.0
48335,TX,5,490.0,29781.0
48335,TX,6,320.0,27425.0
48335,TX,7,290.0,37729.0
48335,TX,8,60.0,19713.0
48337,TX,1,210.0,-12096.0
48337,TX,2,1360.0,7044.0
48337,TX,3,1760.0,29890.0
48337,TX,4,1930.0,70701.0
48337,TX,5,1300.0,80016.0
48337,TX,6,870.0,75133.0
48337,TX,7,840.0,111401.0
48337,TX,8,250.0,107708.0
48339,TX,1,3270.0,-314545.0
48339,TX,2,31550.0,157715.0
48339,TX,3,42620.0,725794.0
48339,TX,4,44750.0,1635422.0
48339,TX,5,28420.0,1754085.0
48339,TX,6,20360.0,1768952.0
48339,TX,7,35950.0,4962383.0
48339,TX,8,19070.0,9773981.0
48341,TX,1,100.0,-29854.0
48341,TX,2,1340.0,7079.0
48341,TX,3,2130.0,37079.0
48341,TX,4,3170.0,109951.0
48341,TX,5,1220.0,73856.0
48341,TX,6,680.0,58691.0
48341,TX,7,730.0,95614.0
48341,TX,8,150.0,51227.0
48343,TX,1,90.0,-4541.0
48343,TX,2,870.0,4880.0
48343,TX,3,1630.0,27695.0
48343,TX,4,1350.0,48617.0
48343,TX,5,720.0,44265.0
48343,TX,6,390.0,33331.0
48343,TX,7,310.0,39437.0
48343,TX,8,40.0,33029.0
48345,TX,1,30.0,-607.0
48345,TX,2,80.0,436.0
48345,TX,3,120.0,2048.0
48345,TX,4,110.0,4136.0
48345,TX,5,60.0,3626.0
48345,TX,6,30.0,2638.0
48345,TX,7,40.0,5314.0
48345,TX,8,0.0,0.0
48347,TX,1,390.0,-16527.0
48347,TX,2,4540.0,24401.0
48347,TX,3,6930.0,118994.0
48347,TX,4,6040.0,215680.0
48347,TX,5,2930.0,180732.0
48347,TX,6,1900.0,164478.0
48347,TX,7,1930.0,255612.0
48347,TX,8,540.0,219994.0
48349,TX,1,320.0,-21499.0
48349,TX,2,3330.0,18361.0
48349,TX,3,5590.0,95300.0
48349,TX,4,5370.0,189865.0
48349,TX,5,2420.0,148654.0
48349,TX,6,1350.0,116863.0
48349,TX,7,1380.0,180896.0
48349,TX,8,340.0,174885.0
48351,TX,1,60.0,-2444.0
48351,TX,2,790.0,4347.0
48351,TX,3,1280.0,21433.0
48351,TX,4,1130.0,40395.0
48351,TX,5,730.0,44736.0
48351,TX,6,450.0,39041.0
48351,TX,7,430.0,54849.0
48351,TX,8,50.0,14034.0
48353,TX,1,100.0,-4223.0
48353,TX,2,1090.0,5821.0
48353,TX,3,1730.0,29764.0
48353,TX,4,1580.0,57254.0
48353,TX,5,950.0,58176.0
48353,TX,6,500.0,43533.0
48353,TX,7,470.0,60603.0
48353,TX,8,140.0,56437.0
48355,TX,1,1620.0,-206134.0
48355,TX,2,25330.0,138065.0
48355,TX,3,41640.0,710605.0
48355,TX,4,37250.0,1339692.0
48355,TX,5,19960.0,1223187.0
48355,TX,6,11590.0,1002497.0
48355,TX,7,14190.0,1884120.0
48355,TX,8,3980.0,2048612.0
48357,TX,1,60.0,-2450.0
48357,TX,2,630.0,3178.0
48357,TX,3,790.0,13487.0
48357,TX,4,980.0,36283.0
48357,TX,5,840.0,51777.0
48357,TX,6,550.0,47671.0
48357,TX,7,550.0,72744.0
48357,TX,8,220.0,144623.0
48359,TX,1,20.0,-765.0
48359,TX,2,120.0,609.0
48359,TX,3,170.0,2955.0
48359,TX,4,210.0,7872.0
48359,TX,5,170.0,10507.0
48359,TX,6,80.0,7230.0
48359,TX,7,110.0,18359.0
48359,TX,8,0.0,0.0
48361,TX,1,370.0,-13157.0
48361,TX,2,5440.0,29600.0
48361,TX,3,8360.0,141077.0
48361,TX,4,7890.0,286707.0
48361,TX,5,5030.0,311141.0
48361,TX,6,3660.0,318384.0
48361,TX,7,4960.0,650553.0
48361,TX,8,670.0,242836.0
48363,TX,1,260.0,-12807.0
48363,TX,2,1950.0,10385.0
48363,TX,3,3090.0,53158.0
48363,TX,4,2900.0,104006.0
48363,TX,5,1480.0,91381.0
48363,TX,6,970.0,83878.0
48363,TX,7,880.0,115508.0
48363,TX,8,250.0,144862.0
48365,TX,1,150.0,-12209.0
48365,TX,2,1360.0,7354.0
48365,TX,3,2140.0,36538.0
48365,TX,4,2310.0,84486.0
48365,TX,5,1540.0,94652.0
48365,TX,6,1020.0,88646.0
48365,TX,7,1250.0,162038.0
48365,TX,8,240.0,111499.0
48367,TX,1,1100.0,-81633.0
48367,TX,2,8110.0,40655.0
48367,TX,3,10440.0,178059.0
48367,TX,4,10970.0,399362.0
48367,TX,5,7520.0,466822.0
48367,TX,6,5760.0,501072.0
48367,TX,7,8930.0,1207353.0
48367,TX,8,2760.0,1353027.0
48369,TX,1,100.0,-10627.0
48369,TX,2,560.0,2894.0
48369,TX,3,940.0,16461.0
48369,TX,4,1530.0,54513.0
48369,TX,5,540.0,33286.0
48369,TX,6,260.0,22195.0
48369,TX,7,240.0,31928.0
48369,TX,8,50.0,18197.0
48371,TX,1,90.0,-7650.0
48371,TX,2,860.0,4659.0
48371,TX,3,1460.0,25349.0
48371,TX,4,1530.0,55414.0
48371,TX,5,950.0,58803.0
48371,TX,6,570.0,49053.0
48371,TX,7,530.0,68127.0
48371,TX,8,110.0,45865.0
48373,TX,1,390.0,-14154.0
48373,TX,2,3350.0,17564.0
48373,TX,3,5320.0,90693.0
48373,TX,4,5350.0,193898.0
48373,TX,5,3130.0,193024.0
48373,TX,6,2000.0,172745.0
48373,TX,7,1960.0,256210.0
48373,TX,8,470.0,187398.0
48375,TX,1,550.0,-36303.0
48375,TX,2,8850.0,49550.0
48375,TX,3,15690.0,268467.0
48375,TX,4,14020.0,490733.0
48375,TX,5,5550.0,338803.0
48375,TX,6,2870.0,247789.0
48375,TX,7,3010.0,397109.0
48375,TX,8,1030.0,637126.0
48377,TX,1,50.0,-3669.0
48377,TX,2,660.0,3488.0
48377,TX,3,1080.0,18300.0
48377,TX,4,970.0,34940.0
48377,TX,5,450.0,27251.0
48377,TX,6,220.0,19348.0
48377,TX,7,130.0,16387.0
48377,TX,8,20.0,35101.0
48379,TX,1,120.0,-5941.0
48379,TX,2,680.0,3554.0
48379,TX,3,1080.0,18304.0
48379,TX,4,1020.0,36481.0
48379,TX,5,570.0,35185.0
48379,TX,6,370.0,31341.0
48379,TX,7,370.0,48341.0
48379,TX,8,70.0,22959.0
48381,TX,1,710.0,-56561.0
48381,TX,2,8590.0,44269.0
48381,TX,3,11910.0,204791.0
48381,TX,4,12980.0,473055.0
48381,TX,5,8700.0,537552.0
48381,TX,6,6350.0,551169.0
48381,TX,7,7760.0,1022924.0
48381,TX,8,1930.0,837751.0
48383,TX,1,0.0,0.0
48383,TX,2,230.0,1090.0
48383,TX,3,280.0,4853.0
48383,TX,4,370.0,13540.0
48383,TX,5,300.0,18577.0
48383,TX,6,200.0,17391.0
48383,TX,7,220.0,27913.0
48383,TX,8,80.0,43411.0
48385,TX,1,70.0,-3969.0
48385,TX,2,290.0,1450.0
48385,TX,3,410.0,6917.0
48385,TX,4,330.0,11635.0
48385,TX,5,200.0,11976.0
48385,TX,6,110.0,9368.0
48385,TX,7,110.0,15091.0
48385,TX,8,30.0,11525.0
48387,TX,1,120.0,-8514.0
48387,TX,2,930.0,5112.0
48387,TX,3,1560.0,27016.0
48387,TX,4,1430.0,50706.0
48387,TX,5,640.0,38793.0
48387,TX,6,310.0,26575.0
48387,TX,7,270.0,33971.0
48387,TX,8,50.0,25031.0
48389,TX,1,50.0,-4136.0
48389,TX,2,760.0,4147.0
48389,TX,3,1210.0,20625.0
48389,TX,4,1280.0,47073.0
48389,TX,5,740.0,45647.0
48389,TX,6,440.0,37555.0
48389,TX,7,320.0,40588.0
48389,TX,8,70.0,51092.0
48391,TX,1,60.0,-2400.0
48391,TX,2,550.0,2853.0
48391,TX,3,820.0,14065.0
48391,TX,4,830.0,30424.0
48391,TX,5,470.0,28953.0
48391,TX,6,310.0,26334.0
48391,TX,7,380.0,50499.0
48391,TX,8,80.0,39687.0
48393,TX,1,0.0,0.0
48393,TX,2,60.0,-1738.0
48393,TX,3,50.0,927.0
48393,TX,4,80.0,3210.0
48393,TX,5,60.0,3937.0
48393,TX,6,50.0,3948.0
48393,TX,7,60.0,7244.0
48393,TX,8,30.0,13227.0
48395,TX,1,190.0,-10957.0
48395,TX,2,1300.0,6743.0
48395,TX,3,1960.0,33795.0
48395,TX,4,1650.0,59159.0
48395,TX,5,900.0,55657.0
48395,TX,6,610.0,52891.0
48395,TX,7,620.0,81531.0
48395,TX,8,140.0,51924.0
48397,TX,1,660.0,-49537.0
48397,TX,2,5050.0,24393.0
48397,TX,3,5890.0,99903.0
48397,TX,4,6920.0,256270.0
48397,TX,5,5250.0,325127.0
48397,TX,6,4440.0,387167.0
48397,TX,7,7730.0,1052266.0
48397,TX,8,2670.0,1097596.0
48399,TX,1,120.0,-3762.0
48399,TX,2,780.0,3995.0
48399,TX,3,1210.0,20734.0
48399,TX,4,1140.0,40852.0
48399,TX,5,650.0,40490.0
48399,TX,6,340.0,28768.0
48399,TX,7,320.0,40888.0
48399,TX,8,70.0,32934.0
48401,TX,1,290.0,-19014.0
48401,TX,2,2970.0,15854.0
48401,TX,3,5000.0,85561.0
48401,TX,4,5280.0,190708.0
48401,TX,5,3050.0,187989.0
48401,TX,6,1900.0,164161.0
48401,TX,7,1980.0,258427.0
48401,TX,8,410.0,150165.0
48403,TX,1,100.0,-3752.0
48403,TX,2,640.0,3370.0
48403,TX,3,1100.0,18603.0
48403,TX,4,900.0,32266.0
48403,TX,5,580.0,35993.0
48403,TX,6,400.0,34936.0
48403,TX,7,400.0,53165.0
48403,TX,8,80.0,26911.0
48405,TX,1,60.0,-2899.0
48405,TX,2,570.0,3033.0
48405,TX,3,1020.0,17853.0
48405,TX,4,860.0,30747.0
48405,TX,5,400.0,24588.0
48405,TX,6,230.0,19837.0
48405,TX,7,200.0,25718.0
48405,TX,8,40.0,14311.0
48407,TX,1,160.0,-4908.0
48407,TX,2,1540.0,8355.0
48407,TX,3,2590.0,44064.0
48407,TX,4,2440.0,88249.0
48407,TX,5,1370.0,84073.0
48407,TX,6,850.0,74116.0
48407,TX,7,870.0,114139.0
48407,TX,8,190.0,139923.0
48409,TX,1,320.0,-11753.0
48409,TX,2,4790.0,25853.0
48409,TX,3,7690.0,130893.0
48409,TX,4,7090.0,257325.0
48409,TX,5,4390.0,270172.0
48409,TX,6,2900.0,251468.0
48409,TX,7,3170.0,416369.0
48409,TX,8,670.0,298509.0
48411,TX,1,110.0,-5743.0
48411,TX,2,410.0,2084.0
48411,TX,3,630.0,10748.0
48411,TX,4,590.0,21158.0
48411,TX,5,300.0,18557.0
48411,TX,6,150.0,12815.0
48411,TX,7,140.0,18303.0
48411,TX,8,50.0,18575.0
48413,TX,1,30.0,-489.0
48413,TX,2,160.0,790.0
48413,TX,3,250.0,4314.0
48413,TX,4,290.0,10597.0
48413,TX,5,200.0,12659.0
48413,TX,6,130.0,11041.0
48413,TX,7,150.0,18872.0
48413,TX,8,30.0,13263.0
48415,TX,1,100.0,-5834.0
48415,TX,2,1030.0,5376.0
48415,TX,3,1420.0,24175.0
48415,TX,4,1500.0,55706.0
48415,TX,5,1180.0,72781.0
48415,TX,6,770.0,66907.0
48415,TX,7,860.0,114605.0
48415,TX,8,220.0,104218.0
48417,TX,1,50.0,-2416.0
48417,TX,2,260.0,1222.0
48417,TX,3,290.0,5007.0
48417,TX,4,350.0,12726.0
48417,TX,5,200.0,12289.0
48417,TX,6,120.0,10560.0
48417,TX,7,150.0,19802.0
48417,TX,8,70.0,108863.0
48419,TX,1,220.0,-15972.0
48419,TX,2,1550.0,8100.0
48419,TX,3,2960.0,51423.0
48419,TX,4,2810.0,99597.0
48419,TX,5,1270.0,77210.0
48419,TX,6,700.0,59915.0
48419,TX,7,670.0,88604.0
48419,TX,8,170.0,83641.0
48421,TX,1,30.0,-1818.0
48421,TX,2,140.0,738.0
48421,TX,3,220.0,3837.0
48421,TX,4,310.0,11499.0
48421,TX,5,160.0,9979.0
48421,TX,6,100.0,8179.0
48421,TX,7,80.0,10661.0
48421,TX,8,40.0,16337.0
48423,TX,1,1380.0,-83111.0
48423,TX,2,15060.0,80911.0
48423,TX,3,24710.0,422033.0
48423,TX,4,22820.0,817762.0
48423,TX,5,12010.0,738559.0
48423,TX,6,7580.0,656518.0
48423,TX,7,9350.0,1246776.0
48423,TX,8,3310.0,1653274.0
48425,TX,1,80.0,-5620.0
48425,TX,2,620.0,3114.0
48425,TX,3,750.0,12733.0
48425,TX,4,780.0,28012.0
48425,TX,5,500.0,30510.0
48425,TX,6,370.0,32482.0
48425,TX,7,510.0,68675.0
48425,TX,8,110.0,46411.0
48427,TX,1,100.0,-1620.0
48427,TX,2,4150.0,25668.0
48427,TX,3,9760.0,160934.0
48427,TX,4,5640.0,202295.0
48427,TX,5,2230.0,135423.0
48427,TX,6,1050.0,90715.0
48427,TX,7,700.0,88096.0
48427,TX,8,90.0,31113.0
48429,TX,1,100.0,-4431.0
48429,TX,2,610.0,3191.0
48429,TX,3,900.0,15339.0
48429,TX,4,970.0,34886.0
48429,TX,5,500.0,30635.0
48429,TX,6,250.0,21922.0
48429,TX,7,260.0,34991.0
48429,TX,8,90.0,40901.0
48431,TX,1,0.0,0.0
48431,TX,2,80.0,195.0
48431,TX,3,120.0,2142.0
48431,TX,4,120.0,4253.0
48431,TX,5,90.0,5367.0
48431,TX,6,50.0,4163.0
48431,TX,7,90.0,11789.0
48431,TX,8,40.0,27630.0
48433,TX,1,20.0,-1227.0
48433,TX,2,90.0,413.0
48433,TX,3,140.0,2370.0
48433,TX,4,170.0,6278.0
48433,TX,5,100.0,6084.0
48433,TX,6,60.0,5026.0
48433,TX,7,60.0,12629.0
48433,TX,8,0.0,0.0
48435,TX,1,50.0,-3982.0
48435,TX,2,250.0,1218.0
48435,TX,3,360.0,6018.0
48435,TX,4,360.0,13135.0
48435,TX,5,290.0,18009.0
48435,TX,6,230.0,19644.0
48435,TX,7,220.0,29420.0
48435,TX,8,70.0,27913.0
48437,TX,1,70.0,-4943.0
48437,TX,2,500.0,2546.0
48437,TX,3,760.0,13055.0
48437,TX,4,800.0,28636.0
48437,TX,5,350.0,21166.0
48437,TX,6,170.0,14910.0
48437,TX,7,190.0,24135.0
48437,TX,8,50.0,19084.0
48439,TX,1,9510.0,-1055896.0
48439,TX,2,126760.0,679506.0
48439,TX,3,206840.0,3550562.0
48439,TX,4,215660.0,7795293.0
48439,TX,5,114490.0,7017651.0
48439,TX,6,72580.0,6288478.0
48439,TX,7,101140.0,13616285.0
48439,TX,8,33920.0,17454108.0
48441,TX,1,790.0,-40608.0
48441,TX,2,9790.0,52026.0
48441,TX,3,16110.0,277560.0
48441,TX,4,14930.0,532348.0
48441,TX,5,7710.0,473966.0
48441,TX,6,4740.0,408306.0
48441,TX,7,4840.0,635166.0
48441,TX,8,1400.0,709990.0
48443,TX,1,0.0,0.0
48443,TX,2,70.0,-794.0
48443,TX,3,90.0,1468.0
48443,TX,4,100.0,3570.0
48443,TX,5,50.0,3157.0
48443,TX,6,50.0,4043.0
48443,TX,7,50.0,9386.0
48443,TX,8,0.0,0.0
48445,TX,1,90.0,-6450.0
48445,TX,2,870.0,4797.0
48445,TX,3,1280.0,21852.0
48445,TX,4,1270.0,45157.0
48445,TX,5,610.0,37569.0
48445,TX,6,330.0,28218.0
48445,TX,7,340.0,45929.0
48445,TX,8,70.0,26670.0
48447,TX,1,30.0,-1189.0
48447,TX,2,130.0,648.0
48447,TX,3,140.0,2378.0
48447,TX,4,150.0,5124.0
48447,TX,5,120.0,7072.0
48447,TX,6,50.0,4630.0
48447,TX,7,60.0,6953.0
48447,TX,8,20.0,20203.0
48449,TX,1,170.0,-9587.0
48449,TX,2,1990.0,10886.0
48449,TX,3,4260.0,75703.0
48449,TX,4,3830.0,133880.0
48449,TX,5,1510.0,91772.0
48449,TX,6,770.0,66081.0
48449,TX,7,820.0,106056.0
48449,TX,8,210.0,94909.0
48451,TX,1,610.0,-31747.0
48451,TX,2,7860.0,42350.0
48451,TX,3,13710.0,236892.0
48451,TX,4,12710.0,455845.0
48451,TX,5,7010.0,430840.0
48451,TX,6,4190.0,362513.0
48451,TX,7,4480.0,585594.0
48451,TX,8,1400.0,1178611.0
48453,TX,1,13350.0,-1001770.0
48453,TX,2,136840.0,754673.0
48453,TX,3,175890.0,2946138.0
48453,TX,4,155550.0,5578225.0
48453,TX,5,74570.0,4549927.0
48453,TX,6,46390.0,4020737.0
48453,TX,7,70480.0,9647445.0
48453,TX,8,34440.0,19741251.0
48455,TX,1,140.0,-7485.0
48455,TX,2,940.0,5111.0
48455,TX,3,1600.0,27211.0
48455,TX,4,1460.0,52166.0
48455,TX,5,690.0,42700.0
48455,TX,6,420.0,36506.0
48455,TX,7,360.0,46565.0
48455,TX,8,60.0,22286.0
48457,TX,1,150.0,-12472.0
48457,TX,2,1190.0,6277.0
48457,TX,3,1790.0,30300.0
48457,TX,4,1810.0,65266.0
48457,TX,5,1060.0,65845.0
48457,TX,6,660.0,57158.0
48457,TX,7,670.0,86339.0
48457,TX,8,110.0,38185.0
48459,TX,1,260.0,-10225.0
48459,TX,2,2540.0,13237.0
48459,TX,3,3850.0,65656.0
48459,TX,4,3840.0,138971.0
48459,TX,5,2420.0,149528.0
48459,TX,6,1470.0,127601.0
48459,TX,7,1470.0,189353.0
48459,TX,8,200.0,75947.0
48461,TX,1,30.0,-684.0
48461,TX,2,210.0,1160.0
48461,TX,3,270.0,4869.0
48461,TX,4,320.0,11937.0
48461,TX,5,230.0,14497.0
48461,TX,6,210.0,18078.0
48461,TX,7,210.0,26141.0
48461,TX,8,50.0,35754.0
48463,TX,1,200.0,-12295.0
48463,TX,2,2080.0,11577.0
48463,TX,3,3870.0,65426.0
48463,TX,4,2820.0,100202.0
48463,TX,5,1230.0,75412.0
48463,TX,6,720.0,62508.0
48463,TX,7,760.0,100537.0
48463,TX,8,210.0,123527.0
48465,TX,1,160.0,-5252.0
48465,TX,2,3330.0,18405.0
48465,TX,3,6320.0,107789.0
48465,TX,4,5070.0,179791.0
48465,TX,5,2580.0,158749.0
48465,TX,6,1570.0,135576.0
48465,TX,7,1370.0,175446.0
48465,TX,8,190.0,63928.0
48467,TX,1,480.0,-21537.0
48467,TX,2,3500.0,18208.0
48467,TX,3,5350.0,91341.0
48467,TX,4,5030.0,181167.0
48467,TX,5,3050.0,188519.0
48467,TX,6,1960.0,169618.0
48467,TX,7,1900.0,246110.0
48467,TX,8,330.0,118459.0
48469,TX,1,410.0,-15467.0
48469,TX,2,6450.0,34351.0
48469,TX,3,10430.0,178021.0
48469,TX,4,9610.0,346622.0
48469,TX,5,5370.0,330811.0
48469,TX,6,3590.0,310471.0
48469,TX,7,4920.0,650662.0
48469,TX,8,1300.0,965040.0
48471,TX,1,380.0,-19778.0
48471,TX,2,3940.0,21603.0
48471,TX,3,6110.0,103962.0
48471,TX,4,6140.0,217439.0
48471,TX,5,2670.0,163995.0
48471,TX,6,1690.0,146701.0
48471,TX,7,1790.0,235645.0
48471,TX,8,410.0,223942.0
48473,TX,1,360.0,-40851.0
48473,TX,2,2760.0,14595.0
48473,TX,3,4420.0,75574.0
48473,TX,4,4530.0,163378.0
48473,TX,5,2180.0,133060.0
48473,TX,6,1360.0,118101.0
48473,TX,7,1930.0,258807.0
48473,TX,8,650.0,300405.0
48475,TX,1,50.0,-1677.0
48475,TX,2,700.0,3632.0
48475,TX,3,1080.0,18314.0
48475,TX,4,1080.0,39520.0
48475,TX,5,800.0,49489.0
48475,TX,6,560.0,48265.0
48475,TX,7,650.0,84457.0
48475,TX,8,150.0,83890.0
48477,TX,1,320.0,-30155.0
48477,TX,2,2570.0,12915.0
48477,TX,3,3710.0,63745.0
48477,TX,4,3780.0,135899.0
48477,TX,5,2040.0,125320.0
48477,TX,6,1370.0,118150.0
48477,TX,7,1550.0,205565.0
48477,TX,8,580.0,272887.0
48479,TX,1,920.0,-56970.0
48479,TX,2,18310.0,107317.0
48479,TX,3,40880.0,681650.0
48479,TX,4,24910.0,880613.0
48479,TX,5,9910.0,602763.0
48479,TX,6,5710.0,494430.0
48479,TX,7,5480.0,711587.0
48479,TX,8,1390.0,801478.0
48481,TX,1,320.0,-18049.0
48481,TX,2,3110.0,16823.0
48481,TX,3,4930.0,83879.0
48481,TX,4,4600.0,165689.0
48481,TX,5,2320.0,141989.0
48481,TX,6,1550.0,133428.0
48481,TX,7,1830.0,242448.0
48481,TX,8,470.0,193563.0
48483,TX,1,60.0,-4728.0
48483,TX,2,360.0,1798.0
48483,TX,3,510.0,8776.0
48483,TX,4,530.0,19422.0
48483,TX,5,390.0,24523.0
48483,TX,6,270.0,23447.0
48483,TX,7,270.0,35062.0
48483,TX,8,120.0,101102.0
48485,TX,1,680.0,-41295.0
48485,TX,2,8440.0,45831.0
48485,TX,3,13970.0,240591.0
48485,TX,4,13710.0,494532.0
48485,TX,5,7500.0,462166.0
48485,TX,6,4460.0,384328.0
48485,TX,7,4220.0,547177.0
48485,TX,8,1170.0,777498.0
48487,TX,1,100.0,-4999.0
48487,TX,2,860.0,4605.0
48487,TX,3,1580.0,28185.0
48487,TX,4,1510.0,53068.0
48487,TX,5,750.0,45713.0
48487,TX,6,410.0,34839.0
48487,TX,7,360.0,47656.0
